3234567, ETH,6.53
6323456, USDt,2.91
8212345, ADA,8.01
1656789, ADA,0.91
3090123, ADA,6.08
9901234, DASH,8.47
2234567, DOGE,7.06
9890123, DOGE,4.31
2545678, USDt,9.72
4090123, SFM,3.88
8323456, LTC,6.11
8901234, USDt,1.35
8890123, USDt,2.43
5878901, ETH,4.20
6101234, ETH,0.26
6090123, DAG,4.28
7090123, LTC,7.34
2434567, USDt,5.97
4767890, DAG,4.52
3456789, SFM,4.81
3878901, DOGE,8.80
9434567, DAG,3.75
1090123, USDt,2.87
3456789, USDt,5.37
2989012, USDt,3.91
4878901, RXRP,8.99
7212345, DASH,6.58
1989012, USDt,1.82
3456789, DASH,3.24
1090123, USDt,8.73
6090123, SFM,4.80
9878901, SFM,9.94
6434567, DAG,9.00
4567890, DAG,1.03
2767890, LTC,3.29
3101234, DOGE,1.00
8901234, LTC,6.84
1545678, DOGE,1.03
8101234, ETH,1.94
8656789, USDt,9.87
5090123, RXRP,2.11
4989012, DASH,2.33
4878901, DAG,0.43
9890123, ETH,4.83
8101234, ADA,3.00
3989012, RXRP,3.22
9656789, BTC,0.89
1545678, BTC,7.93
7090123, RXRP,5.74
1545678, SFM,5.07
8656789, RXRP,5.11
2234567, RXRP,5.24
7678901, BTC,5.18
7090123, DASH,6.49
3656789, ADA,7.33
7890123, BTC,1.12
9545678, SFM,0.86
9890123, USDt,6.51
5567890, SFM,5.90
2989012, LTC,8.08
3456789, BTC,2.22
1234567, DASH,9.64
6567890, ADA,2.01
2101234, DOGE,3.75
5456789, RXRP,2.50
1656789, LTC,9.97
7090123, RXRP,8.65
8101234, ETH,6.37
2989012, USDt,0.93
4456789, SFM,6.47
7890123, DASH,1.11
1656789, DOGE,0.50
6789012, LTC,7.34
2656789, SFM,6.99
9901234, ETH,9.56
8323456, LTC,4.31
3101234, DAG,6.85
6545678, DASH,5.90
1434567, ADA,7.25
7434567, ETH,6.66
5456789, RXRP,3.03
1234567, USDt,1.81
2656789, DASH,2.30
2767890, USDt,1.78
1767890, USDt,6.43
8901234, DASH,7.70
3989012, SFM,7.28
5989012, DAG,0.44
7090123, USDt,5.28
4212345, LTC,7.63
8323456, ADA,6.19
9323456, DASH,3.53
9212345, SFM,9.05
5678901, LTC,9.31
9212345, ADA,0.82
3989012, DASH,7.12
8656789, ADA,6.25
8767890, ADA,9.13
3212345, DASH,2.06
5878901, RXRP,2.33
7890123, DASH,6.42
5567890, DOGE,4.05
4345678, DAG,9.67
7789012, ADA,8.77
6090123, DAG,7.51
9656789, BTC,5.39
2345678, SFM,8.01
7890123, LTC,8.32
5567890, LTC,9.59
7678901, ADA,7.08
7323456, RXRP,8.64
2878901, RXRP,9.92
2878901, SFM,4.26
5678901, DOGE,2.00
1234567, DASH,6.20
2878901, SFM,9.40
6545678, BTC,1.73
7824621, SFM,6.97
6101234, USDt,5.30
9012345, RXRP,3.04
3767890, ETH,2.35
2989012, DOGE,5.50
9878901, DAG,0.03
2101234, DAG,0.54
8901234, ETH,1.73
3212345, DOGE,1.26
4101234, ADA,8.88
1090123, SFM,6.18
8901234, SFM,6.96
1656789, DOGE,3.97
4567890, ETH,0.20
7212345, BTC,8.69
3656789, BTC,1.04
2878901, USDt,1.99
7545678, USDt,8.58
2656789, DASH,7.56
7434567, ADA,3.01
2878901, SFM,4.00
8890123, ETH,6.10
6101234, SFM,5.71
2989012, DOGE,4.00
4323456, USDt,4.47
6090123, DAG,6.26
8789012, USDt,1.59
8901234, DASH,4.88
7789012, DASH,6.05
1656789, ADA,9.52
7678901, LTC,5.70
8323456, RXRP,9.50
1767890, USDt,6.02
3656789, DASH,2.08
7824621, DOGE,8.36
5878901, DASH,6.87
1434567, ETH,4.46
3767890, RXRP,2.31
3456789, BTC,3.50
9890123, DAG,2.92
7323456, USDt,7.29
9767890, DOGE,7.52
8434567, ADA,0.54
3989012, DOGE,4.78
8323456, DAG,3.19
2545678, BTC,2.65
5989012, USDt,6.12
3656789, USDt,4.17
5212345, ADA,4.20
1234567, ADA,1.84
5989012, ADA,3.72
2767890, DAG,5.37
8789012, BTC,1.19
8767890, DAG,6.12
3212345, ADA,8.30
7824621, USDt,5.53
2434567, USDt,9.22
3345678, SFM,1.84
5090123, USDt,2.31
8767890, ETH,1.38
5878901, BTC,8.13
8901234, ETH,1.42
5821621, DOGE,0.61
2878901, RXRP,1.01
3878901, ETH,2.93
9890123, DOGE,1.37
4567890, BTC,1.74
7434567, SFM,5.27
5878901, USDt,9.53
8323456, LTC,0.19
1767890, ETH,0.55
7890123, LTC,7.50
8101234, DASH,7.40
7434567, DOGE,6.34
7101234, BTC,9.38
3212345, DAG,9.44
4456789, RXRP,1.72
6789012, LTC,8.87
9434567, BTC,0.17
3656789, DASH,3.01
6989012, SFM,9.35
6989012, BTC,0.91
6090123, LTC,3.17
4101234, RXRP,8.06
5878901, USDt,4.47
1323456, SFM,6.00
2234567, SFM,7.25
7090123, DOGE,1.33
4212345, ETH,4.68
8545678, BTC,0.83
2090123, DAG,6.36
7101234, LTC,8.64
9545678, DAG,4.79
9545678, BTC,9.38
7890123, DASH,6.94
7434567, DASH,5.37
9434567, DOGE,2.97
5567890, USDt,4.43
3090123, RXRP,9.37
3989012, RXRP,9.88
8767890, DOGE,9.52
7545678, LTC,6.92
1983202, LTC,2.76
7101234, DOGE,0.97
1878901, SFM,9.88
2767890, DOGE,3.01
3090123, DAG,4.02
2545678, ADA,8.96
9212345, ETH,6.63
7678901, ETH,6.85
6567890, RXRP,7.08
8323456, LTC,2.38
1234567, DAG,3.31
5212345, DASH,9.62
7824621, DOGE,1.57
3090123, SFM,2.67
5323456, ETH,1.81
3234567, BTC,1.07
5567890, DAG,0.44
3878901, RXRP,6.72
3456789, DAG,7.25
9767890, BTC,9.69
6989012, ETH,2.52
2123456, DOGE,1.60
1090123, DASH,2.00
8212345, DOGE,5.98
9878901, BTC,7.69
9212345, LTC,3.54
7789012, DASH,5.25
6323456, DAG,6.51
8789012, DASH,9.86
7789012, DOGE,6.01
5456789, USDt,7.18
9545678, DOGE,5.53
7090123, USDt,9.54
3345678, BTC,0.46
1989012, RXRP,2.26
7090123, RXRP,6.29
7678901, SFM,8.02
7212345, USDt,3.08
4878901, BTC,3.23
1878901, DOGE,5.68
5212345, DOGE,6.61
5821621, ADA,6.73
6090123, LTC,6.24
5567890, USDt,6.61
5456789, DOGE,9.76
1323456, DASH,9.65
7434567, DOGE,4.93
3212345, DOGE,4.40
7323456, DOGE,9.43
1767890, LTC,0.40
8890123, DASH,9.31
7323456, DOGE,7.76
3090123, ADA,8.62
5323456, USDt,9.50
7545678, BTC,3.18
1090123, ETH,7.99
6545678, DAG,7.90
6434567, LTC,3.97
4767890, DOGE,4.33
7212345, BTC,2.19
8101234, LTC,6.37
1767890, ETH,7.94
9323456, DOGE,2.53
2090123, DAG,0.28
7545678, BTC,2.85
2434567, ADA,3.16
6567890, DASH,9.00
7890123, BTC,8.97
4323456, ADA,5.42
8323456, DASH,2.90
9901234, DASH,5.54
5323456, ETH,7.51
2656789, SFM,9.92
6545678, ADA,3.26
6989012, USDt,6.60
8212345, USDt,5.17
6101234, SFM,8.06
6678901, ADA,1.76
3989012, LTC,3.03
4212345, BTC,5.45
4767890, DASH,2.04
7824621, SFM,5.62
2989012, BTC,8.71
8789012, ETH,5.20
7101234, USDt,8.95
9212345, LTC,9.78
2767890, DASH,4.23
4101234, BTC,0.22
1545678, RXRP,0.05
6989012, BTC,2.80
2989012, RXRP,6.61
9890123, DOGE,0.04
1767890, RXRP,3.01
2989012, ADA,2.83
4878901, DOGE,6.70
4989012, RXRP,7.43
9656789, DASH,4.99
2090123, SFM,8.23
1656789, ETH,7.06
2545678, USDt,6.19
5878901, RXRP,4.52
7890123, ADA,5.95
5434567, DAG,5.61
6212345, LTC,9.31
9767890, ADA,3.65
6090123, RXRP,8.74
2434567, ETH,9.32
4456789, DOGE,9.39
7545678, BTC,3.02
5821621, SFM,1.04
4567890, DAG,0.45
3101234, DOGE,3.45
8545678, USDt,4.26
5456789, DAG,9.88
4989012, RXRP,4.10
9890123, LTC,9.36
8545678, SFM,6.41
6434567, LTC,8.59
8901234, ADA,2.41
6567890, SFM,5.34
4456789, DAG,2.96
4767890, DASH,8.51
9323456, USDt,8.20
1656789, BTC,9.97
7678901, DOGE,7.02
9323456, BTC,7.72
1012345, ETH,6.00
9767890, ADA,6.68
6090123, BTC,2.05
9767890, ETH,2.50
5456789, USDt,0.43
1878901, BTC,8.89
3656789, ETH,6.80
6434567, LTC,2.08
8323456, RXRP,7.89
3234567, BTC,4.08
7090123, DAG,7.10
7656789, USDt,6.16
1545678, DAG,1.97
3878901, DASH,2.48
8101234, RXRP,2.25
9545678, BTC,7.29
9656789, ADA,7.50
1878901, ADA,3.64
3101234, LTC,4.94
1545678, DOGE,5.32
1545678, DOGE,5.34
3212345, SFM,5.42
3345678, ADA,1.56
6434567, DAG,5.35
5434567, DASH,9.39
4345678, USDt,8.37
4212345, DAG,6.28
2123456, DASH,0.14
4323456, RXRP,8.05
7890123, RXRP,1.24
5878901, DAG,4.23
7789012, BTC,2.81
3345678, ETH,2.04
9434567, RXRP,8.75
8890123, USDt,2.01
7656789, USDt,9.07
5567890, LTC,0.66
2989012, DAG,6.14
8101234, DOGE,4.62
2878901, SFM,0.58
5567890, RXRP,9.62
9545678, SFM,2.90
5101234, LTC,2.29
8545678, ETH,7.63
9878901, ADA,7.68
7678901, DOGE,6.59
6090123, RXRP,1.54
8656789, ADA,8.09
4456789, SFM,2.86
1983202, LTC,6.55
7656789, BTC,3.95
2234567, SFM,7.80
2545678, DASH,1.11
2878901, DAG,4.82
8323456, ADA,9.18
1989012, DOGE,2.73
6789012, DASH,9.91
5567890, USDt,6.47
4345678, USDt,9.81
7212345, USDt,4.99
6678901, ADA,4.63
4101234, DOGE,2.48
7434567, BTC,0.25
4567890, ETH,4.22
1123456, DAG,3.91
7212345, ADA,8.64
7212345, SFM,9.16
6323456, ETH,7.36
2878901, ADA,8.23
5456789, BTC,8.72
3456789, LTC,7.24
4989012, RXRP,8.89
3767890, ADA,7.82
8890123, LTC,9.46
2345678, ETH,1.45
2545678, BTC,2.74
6545678, RXRP,2.27
6434567, ADA,4.61
5101234, LTC,5.92
5678901, DOGE,1.61
6545678, ETH,2.85
8789012, DOGE,0.59
8890123, LTC,2.97
8901234, DASH,3.10
6678901, ADA,8.70
9656789, ADA,0.13
7824621, RXRP,8.01
1234567, ETH,0.81
4090123, DASH,6.65
1434567, SFM,4.66
9323456, LTC,6.17
4767890, BTC,3.06
6678901, LTC,3.73
9878901, USDt,7.18
6789012, DAG,0.82
9434567, DAG,0.02
8890123, SFM,0.74
3090123, RXRP,2.44
8101234, DOGE,6.57
3656789, ETH,3.45
5678901, SFM,1.01
6434567, RXRP,6.29
4090123, DASH,3.63
8656789, DAG,4.45
2989012, RXRP,3.44
2767890, LTC,5.19
5090123, BTC,8.01
3456789, ETH,8.43
5101234, DOGE,3.24
1123456, ADA,0.69
6101234, DASH,8.49
1545678, LTC,3.48
4090123, USDt,0.93
4345678, SFM,0.05
7789012, ADA,7.83
9012345, DOGE,8.22
6567890, DOGE,8.31
7323456, ETH,5.79
8890123, ETH,6.58
1767890, SFM,2.03
7090123, RXRP,0.44
8545678, ETH,1.61
1656789, DOGE,3.64
7789012, BTC,9.56
2345678, DOGE,1.87
8101234, ADA,4.53
4567890, SFM,8.28
6434567, DASH,7.24
6678901, BTC,8.63
5101234, SFM,0.77
4101234, SFM,8.46
6434567, LTC,3.45
9656789, ETH,6.11
